gn:id,wof:id
4527247,101711873
5163244,101711875
5146233,101711879
7510929,102026001
5148056,101711881
5155529,101711883
7510930,102026003
5157675,101711885
7510932,102026005
7510933,102026009
5159537,101711887
5160783,101712003
5161742,101711891
7510934,102026011
7510941,102026017
1638562,102020029
4525378,101713001
1638774,102020033
1788852,102027001
7510942,102026019
1788876,102027003
1788949,102027005
4528724,101713003
7510943,102026021
1788951,102027007
5145919,101713007
471799,102009007
466498,102009009
464271,102009011
577648,102009013
533793,102009017
532715,102009019
8480059,101714001
1650355,102021013
516615,102009021
555950,102009023
5147635,101714003
552830,102009025
575728,102009027
5147840,101714005
527352,102009029
488881,102009031
570324,102009035
5148332,101714007
542965,102009037
494833,102009039
2023638,102014007
4519478,101712007
7510944,102026023
1488616,102014009
4520688,101712009
7510945,102026027
1497549,102014013
5148773,101713009
5167737,101711893
1497549,102014015
5149818,101713011
1491977,102014017
2023804,102014021
2014233,102014023
5173210,101711895
1503493,102014025
2013808,102014027
5173297,101711897
2026057,102014029
1492296,102014031
5177082,101711899
5515855,101715001
6978713,102028001
7001334,102028003
7001762,102028007
5171944,101711909
1638775,102020035
5161340,101711911
1259630,102029001
1638789,102020037
1638791,102020039
1259660,102029003
7259582,101714009
5146055,101711913
3482929,102001009
5150351,101714011
5146362,101711915
498787,102010097
5157178,101711917
5157627,101714015
500299,102010099
4521816,101712011
5159171,101711919
476646,102010101
5162903,101711921
5150961,101712013
521495,102010103
5167216,101711927
517470,102010105
3526564,102001013
577026,102010107
5170785,101711929
502540,102010109
1269388,102030001
494438,102010111
3524292,102001015
500399,102010115
4507327,101711931
572316,102010117
1486197,102014035
5151186,101712017
5158123,101714017
486624,102010119
3523365,102001017
4516336,101711933
480134,102010121
5164161,101712019
2027092,102014041
546798,102010123
1492964,102012175
5166882,101712021
2025865,102014043
1495216,102012177
5160493,101714019
5175738,101712023
6324391,102018007
2027873,102014045
2014917,102014049
5161861,101714021
5515773,101715005
2025584,102014053
1638867,102020041
5515749,101715007
1505998,102014057
5203030,101717003
5162119,101714023
1511369,102014061
1638870,102020043
518777,102006031
5202855,101717005
525694,102006033
5515743,101715009
1638874,102020045
462984,102006035
1638920,102020047
474387,102006037
568587,102006041
5735782,101716001
468063,102006043
1638925,102020051
1279066,102031001
500470,102006049
1638977,102020053
7510950,102026029
7510952,102026031
7510954,102026033
5515734,101715011
7510956,102026035
4554649,101715013
7510958,102026037
7510959,102026039
2013767,102014063
7510961,102026041
2114149,102032003
4553322,101715015
2127515,102032005
2127671,102032009
7033190,102028011
1639002,102020057
1639058,102020059
1116338,102024019
7259151,101720001
5193890,101720003
4516989,101711935
1259686,102029005
5177950,101720005
4519283,101711937
1259688,102029007
5150132,101711939
5164039,101711945
5176283,101712025
5215856,101720009
4522191,101712027
5164826,101711947
4525131,101712029
5170013,101711949
5165734,101712031
5146141,101711955
4597943,101721001
4590739,101721005
5162859,101713013
1489983,102012179
1508413,102012181
4579571,101721007
1501925,102012187
4599023,101721009
476718,102007031
1510647,102012189
508928,102007033
1498823,102012191
1489719,102012193
4552820,101715017
4589300,101721011
1498179,102012195
4581869,101721013
5228227,101722001
541341,102011109
2052188,102014065
5226648,101722003
2021093,102014067
1502063,102014069
542322,102011117
1536723,102014071
483421,102011119
498677,102011123
558082,102007039
7510963,102026047
491155,102011125
581279,102007041
2023704,102014081
541573,102011127
7510967,102026049
467272,102007043
498677,102011129
2013865,102014085
461910,102007045
535011,102011131
7510968,102026051
2023677,102014087
472993,102007047
552568,102011133
2022105,102014089
492853,102007049
7510970,102026053
1626703,102019011
1508826,102014093
504240,102007051
7510972,102026055
2023101,102014095
5199308,101717007
1626746,102019013
7510973,102026057
1509753,102014099
1626752,102019015
2026648,102014101
5197355,101717009
1488445,102014103
7510974,102026059
2018990,102014105
7510975,102026063
1536718,102014107
1510713,102014111
489671,102008019
5197190,101717011
2027198,102014113
486485,102008021
1491360,102014115
7510976,102026065
5196713,101717013
471278,102008023
1487198,102014117
7510978,102026067
1626754,102019017
2021808,102014119
476417,102008027
7510979,102026069
840940,102008029
5196245,101717015
7510983,102026071
518652,102008031
5195290,101717017
483696,102008033
1734599,102023009
7510984,102026073
5194479,101717021
542126,102008035
7510986,102026075
576172,102008037
7510988,102026077
1734607,102023011
7510990,102026081
7510991,102026083
1734625,102023013
7510992,102026085
5172589,101713015
1734626,102023015
7510993,102026087
1734629,102023017
576917,102006051
7510994,102026089
472326,102006053
1650357,102021015
515909,102007055
505330,102006059
583672,102007057
3873441,102017033
1650363,102021017
572970,102006061
530196,102007059
528135,102006065
512190,102007061
3873454,102017035
535698,102006067
1650388,102021019
559476,102007063
508825,102006069
473178,102007065
577104,102006071
3873459,102017037
499599,102007067
553929,102009041
3873464,102017039
461916,102009043
541404,102007069
3873635,102017041
795197,102007073
827868,102009045
5189403,101719001
3873638,102017045
506803,102009047
491171,102007075
5191579,101719003
483447,102007079
5195227,101719005
4616393,101723001
3873668,102017047
582001,102003059
562530,102003061
6827692,102022003
6829172,102022005
492448,102003063
570353,102003065
6829317,102022007
5226517,101722007
562319,102003067
6830054,102022009
5225993,101722009
485273,102003069
6831770,102022013
5229165,101722011
581989,102003073
5228388,101722013
496348,102003077
6834274,102022015
4833760,101722015
6835293,102022017
495344,102003079
5227651,101722017
509697,102003083
6838361,102022019
5226762,101722019
486834,102003085
6839524,102022021
5226577,101722021
565614,102003087
5227947,101722025
6839780,102022023
5227741,101722027
6840718,102022025
5227616,101722029
5225919,101722031
6841238,102022027
5230653,101722033
6865938,102022031
6882261,102022035
6355187,102018009
6693563,102018013
6693576,102018017
6940396,102018019
6942244,102018021
4672728,101724001
7280021,102018023
7281017,102018025
7281020,102018027
4720493,101724005
7292535,102018029
7535946,102018031
4717921,101724007
7535987,102018035
538061,102007083
7536030,102018037
478142,102007085
499535,102007091
548507,102007093
7576314,102018039
517963,102007095
7839074,102018041
521098,102007099
8047755,102018043
496015,102007101
8047980,102018045
567631,102007103
517909,102007105
8261128,102018047
4722847,101725001
498344,102007109
8261131,102018049
532709,102007111
8261142,102018053
496015,102007113
8261157,102018055
8261158,102018057
499066,102007117
8261159,102018059
5188061,101718003
5181324,101718005
5179505,101718007
5202340,101718011
4669940,101727007
5188075,101718013
7315367,101727015
5186696,101718015
1493004,102012197
4505312,101713017
4505914,101713019
820192,102003089
507599,102003091
555746,102003095
4508796,101713021
488996,102003097
4513138,101713025
550280,102003099
4515518,101713027
1626758,102019019
563523,102003103
4516527,101713029
563524,102003107
4518444,101713031
523553,102003115
511695,102002123
514272,102003117
533143,102002125
5166865,101713033
533143,102002127
478139,102002129
533725,102002131
543396,102002133
3035560,101749001
542184,102002135
6910941,102022037
569359,102002137
6923086,102022039
569295,102002141
516277,102002143
6923239,102022041
537992,102002145
6923794,102022043
508068,102002147
5162077,101713037
3033123,101749003
6940502,102022045
509451,102002149
504040,102002151
6960133,102022049
3032802,101749007
510265,102002153
6960316,102022051
5219413,101719007
3034506,101749009
6965614,102022053
6965895,102022055
3033791,101749011
7258338,101719011
6966100,102022057
6966324,102022059
5204168,101719013
6967193,102022061
5218361,101719015
5189936,101719019
3001402,101750001
5182634,101719021
3000192,101750003
5204220,101719023
2998311,101750005
2996802,101750007
5218874,101719025
2996564,101750009
2996148,101750011
2996146,101750015
2995861,101750017
2995652,101750019
2988758,101751001
1607708,102025001
2988589,101751005
1650448,102021023
1607715,102025003
6967232,102022063
5165812,101712035
6967235,102022067
5173572,101712037
7050433,102028015
7057443,102028017
7072825,102028021
7396387,102028027
6967483,102022069
7396544,102028029
7452527,102028031
686578,101752001
7469435,102028033
5174035,101712039
7491180,102028035
7502659,102028037
5175847,101712041
4816433,101732001
1607716,102025005
3514510,102000013
4798258,101732003
3818966,102000019
8478943,101727019
7315387,101727021
1607725,102025007
3518602,102000021
7315383,101727023
1607728,102025009
7315353,101727029
1639094,102020061
5776092,101728011
1607730,102025011
7315387,101727033
1639095,102020063
4726300,101727035
1607736,102025013
1639101,102020065
1639126,102020069
1639151,102020071
7315370,101727041
1639164,102020073
1639179,102020075
5784540,101728013
5784384,101728015
5783914,101728019
2995916,101753003
2975446,101753005
6970864,102022071
6970908,102022073
5178489,101720011
6977301,102022075
6977310,102022077
290291,85632167
6978002,102022079
5181761,101720013
6978095,102022081
6983610,102022085
6984616,102022087
6985175,102022089
5202551,101720015
6985257,102022091
666933,101754001
4701659,101725003
666978,101754003
4694503,101725005
685927,101754005
1505946,102012199
669008,101754007
1506716,102012203
4693832,101725007
5176713,101712043
673005,101754011
1506620,102012207
5147123,101712045
4684354,101725009
668546,101754013
5156825,101712047
1508802,102012211
678715,101754015
1497932,102012213
5157759,101712049
679875,101754017
5190591,101719027
510942,102011137
557340,102011141
502824,102011143
584279,102011145
561731,102011147
538138,102011149
5781783,101728021
522191,102011151
490347,102011153
4580569,101721017
4590632,101721023
7510995,102026091
7510997,102026093
4583382,101721025
7510999,102026095
7511003,102026099
2797470,101755005
2783385,101755007
7511007,102026101
7511013,102026103
2803174,101755009
7511017,102026105
2790697,101755011
7511018,102026107
7511020,102026109
2801922,101755013
1639215,102020077
528904,102008039
2789172,101755015
510154,102008041
576695,102016023
1639225,102020079
7511021,102026111
583373,102008045
516482,102016025
1639246,102020081
504350,102008047
559020,102016027
1639247,102020083
510171,102008049
515105,102016029
5203101,101719029
1639250,102020087
505496,102008051
7511025,102026113
542420,102008053
1639278,102020089
5184183,101719031
563108,102008055
504354,102008057
2906595,101756001
489806,102008059
1639304,102020091
5177995,101719033
1639337,102020095
487846,102008063
570785,102008065
2851077,101756003
488785,102008067
5162952,101713039
5168085,101713043
4505980,101713047
1279069,102031003
667303,101752003
1279105,102031005
678015,101752005
1279154,102031007
3165240,101757003
677697,101752007
6534277,101757005
6534278,101757007
1650527,102021025
6535626,101757009
513822,102016031
1650570,102021027
569434,102016033
567282,102016037
1650577,102021029
583368,102016039
5178137,101719037
490914,102016041
495102,102016043
504394,102016045
569154,102016047
508390,102016049
5178656,101719041
526480,102016051
5191679,101719043
5214526,101719045
5198918,101719047
3176254,101758001
5200145,101719049
4720583,101727049
5217725,101719051
564929,102016055
6985258,102022093
2800637,101755019
479596,102016057
2790760,101755021
6988094,102022095
485871,102016059
6988110,102022097
579764,102016061
685948,101752009
6996492,102022099
2796754,101755023
4521268,101713049
6996561,102022103
2802390,101755025
7030521,102022105
2796616,101755027
7030702,102022107
677463,101752013
7031025,102022109
7031268,102022111
7034983,102022113
7035710,102022115
3183316,101758003
7035786,102022117
665004,101752015
6535784,101758007
7035789,102022121
3172330,101758009
4697054,101724009
2788151,101755029
662334,101752017
2785322,101755031
4671746,101724011
2803199,101755033
2798599,101755037
2798743,101755039
1639340,102020097
2803150,101755041
1279159,102031009
1639343,102020099
2789029,101755043
1639356,102020101
1279186,102031013
5802296,101730001
2784639,101755045
1639362,102020105
2750405,85633337
1639431,102020109
1279228,102031015
5793271,101730003
2271677,101759001
1639448,102020111
4682464,101726003
1279251,102031019
3514463,102000027
1639494,102020113
5788111,101730005
4693921,101726005
2939820,101756005
1639500,102020115
2265927,101759007
5800870,101730007
2834372,101756009
4703804,101726007
1639519,102020117
2270874,101759011
5815225,101730009
2272141,101759015
1639523,102020119
1116760,102024021
2266766,101759017
2265288,101759019
5199572,101719055
2262779,101759023
2572281,101759025
3514452,102000029
5214307,101719057
3175825,101757011
3178984,101757013
5186659,101719059
3167368,101757017
5199274,101719061
6535292,101757019
6534264,101757021
5184309,101719063
3173995,101757023
4711545,101726009
3180682,101757025
4742697,101726011
3169541,101757027
3514433,102000037
6534253,101757029
3168076,101757031
3170115,101757035
3174378,101757037
6535628,101757039
3180072,101757041
1117823,102024023
6534262,101757043
1118088,102024025
4527760,101713051
1119287,102024029
1120443,102024031
2930043,101756011
2876282,101756013
3207197,101756015
3031005,101749013
2823836,101756017
3035226,101749015
3523171,102001019
663267,101754019
557220,102004081
1500805,102013015
491074,102010127
5147344,101711957
7517753,102028039
3166356,101758011
6092022,101735003
4753654,101729001
563300,102005107
525365,102005111
515365,102005113
3167793,101757045
5802349,101731007
1485974,102014121
5946523,101739003
1269395,102030005
1269469,102030009
3514326,102000039
5962967,101739005
1269477,102030011
6106387,101739007
5885150,101737003
2839050,101756019
2893438,101756021
479099,102008069
526792,102007119
493666,102008071
7511027,102026119
581363,102007121
565522,102003121
7511028,102026121
558862,102004085
3873688,102017049
584322,102004087
5226824,101722035
5965546,101736001
663993,101754021
2984678,101751007
2983440,101751009
5172460,101714025
7259612,101714027
8261167,102018061
8261172,102018063
2995059,101750021
1510330,102013021
2127733,102032011
1500665,102013027
2127896,102032013
541839,102010129
567072,102010133
490310,102010135
555381,102010139
1650584,102021031
1650684,102021033
5147713,101711959
6534505,101758013
5164405,101711963
3165471,101758015
5167969,101711965
1492479,102014123
507578,102006073
548739,102006075
1506230,102014125
7518819,102028043
483289,102006077
535169,102006079
7528514,102028045
5720575,101716003
5247107,101733001
5249071,101733005
5720495,101716005
5262965,101733007
5244188,101733009
5712417,101716007
5244355,101733011
5742974,101716009
5746769,101716013
5720282,101716015
5145423,101713053
5147960,101713055
5148855,101713057
5151854,101713061
5155195,101713063
3522534,102001021
5157003,101713065
5157984,101713067
5159215,101713069
5164219,101713071
5171474,101713073
5167759,101713075
5168057,101713079
5172314,101713081
5937615,101741003
2996752,101753007
3038712,101753009
2997351,101753011
2979783,101753013
2969679,101753015
1259693,102029009
1259811,102029011
681290,101752019
1259841,102029017
2810184,101763001
1259855,102029019
3013477,101753017
1259863,102029021
664460,101752021
3014213,101753021
3019969,101753023
1511977,102012217
3016800,101753025
1734634,102023021
1734639,102023023
2850636,101763003
5214543,101718017
2815075,101761001
3037656,101749017
1734651,102023025
2865557,101761003
4557287,101718019
3035612,101749019
2831872,101761005
1259869,102029023
2874047,101761007
1259879,102029025
1626782,102019021
2937906,101764001
2867953,101764003
2953320,101764005
2954065,101764007
5801595,101731009
673441,101752023
6179652,101740001
6145984,101740003
671768,101752025
6156625,101739009
5814663,101731013
5920433,101738001
5993208,101739011
1626801,102019025
6101009,101739013
1626805,102019027
4673132,101726013
1626843,102019029
4676287,101726015
1626887,102019031
5811729,101730011
5811590,101730013
4615331,101723003
4612197,101723005
5808643,101730017
4741229,101726017
5803545,101730019
4725484,101726021
5840347,101734007
478317,102005119
4601991,101723007
5842173,101734009
3209313,101764009
2806322,101764011
5818702,101734013
4653098,101723009
2956847,101764013
2940457,101764015
496275,102002155
2841488,101764019
482443,102002159
4702785,101725013
4606483,101723011
2831594,101764023
4773752,101729003
1639524,102020123
1639530,102020125
4746795,101729005
4748607,101729009
478599,102016063
4748634,101729011
519005,102016065
463340,102016067
4752052,101729013
561627,102016069
3034339,101749021
4768101,101729015
663118,101752027
3034585,101749025
4651648,101723015
3034699,101749027
2951340,101763005
4786619,101729017
2956310,101763007
3031268,101749029
2929804,101763011
3036791,101749031
4777454,101729019
2875978,101763013
3036823,101749033
2896547,101763015
3036460,101749035
4642141,101723017
3015683,101753027
3035230,101749037
3037860,101753029
519952,102002161
507337,102002163
1626895,102019033
3167561,101757047
3167510,101757049
5193011,101717023
5192840,101717025
1626903,102019035
1279259,102031021
1279264,102031023
1279288,102031025
5711672,101716017
5737659,101716019
4720743,101726023
5731777,101716021
5718132,101716023
4717624,101726025
5735549,101716025
5206718,101720017
4771075,101729021
4748389,101729023
4714257,101726027
5188339,101720019
4714062,101726029
5188682,101720021
4782691,101729027
4766137,101729029
4713507,101726031
4753158,101729031
8086031,101720023
2012938,102015003
515547,102004089
2027806,102015005
574086,102004091
2012593,102015007
2015646,102015011
507404,102004093
518963,102004095
2018214,102015013
2020591,102015015
2027977,102015017
2017827,102015019
3873719,102017051
2025180,102015021
4601335,101721027
3873755,102017053
2019995,102015023
2015217,102015025
4592927,101721029
3873757,102017055
2014743,102015029
2024461,102015031
2018613,102015033
4581116,101721031
2014038,102015035
4710574,101726033
4592656,101721035
2016477,102015037
2020128,102015039
2018837,102015041
3873775,102017057
4592922,101721037
2016701,102015043
3873808,102017059
2018931,102015049
2020118,102015051
2019160,102015053
4593797,101721039
2017194,102015055
2018941,102015057
2015833,102015059
2020244,102015061
2016141,102015067
2016942,102015073
2899538,101756023
2014134,102015075
2047258,102015077
2047258,102015079
2026589,102015083
2013702,102015085
2888523,101756027
2026895,102015087
2026895,102015089
2829657,101756029
2024437,102015093
2015181,102015095
2013259,102015097
2017409,102015101
2823567,101756031
2882087,101756033
685823,101754025
674424,101754029
7036495,102022123
679767,101754031
2927930,101756035
676078,101754033
663651,101754035
675509,101754037
667296,101754039
667706,101754041
682571,101754043
2687498,101754047
3873958,102017063
2854653,101756037
7038902,102022125
2925230,101756039
7039230,102022127
7039909,102022129
6547610,101756041
7039928,102022131
7051715,102022133
6559225,101756045
7053377,102022135
7053703,102022139
7055272,102022141
2853658,101756049
7057570,102022143
2911408,101756051
7058811,102022145
2848845,101756053
7061002,102022147
5176266,101714029
4573612,101721041
3873983,102017065
8261175,102018065
2694264,101754049
2718759,101754051
8261185,102018067
2713350,101754053
1788957,102027009
2950934,101756055
1789065,102027011
2713596,101754055
2953347,101756057
1789137,102027013
2692943,101754057
2995041,101750023
1789174,102027017
1789289,102027019
2994139,101750025
2694838,101754059
2678804,101754061
1789647,102027021
2992650,101750027
1789799,102027023
2708710,101754065
1789897,102027025
563464,102011155
2992415,101750029
545312,102011159
2994785,101750033
7061391,102022149
1789918,102027027
7061618,102022151
2993999,101750035
7070265,102022153
3027883,101750037
7083875,102022157
1790254,102027029
3023645,101750039
7084003,102022159
3021516,101750041
7084521,102022161
7084589,102022163
3021150,101750043
2802361,85632997
7315337,101714033
7084790,102022165
3020601,101750045
1790353,102027031
1790379,102027035
5162390,101714037
489990,102011161
5156485,101714039
5166482,101714041
8086030,101720031
5174747,101714043
5168373,101714045
5211033,101720033
763829,101756059
1790437,102027037
5168079,101714047
5164820,101714051
4526284,101714053
1790587,102027039
3020188,101750047
1502013,102013031
1509503,102013033
1494456,102013035
4583722,101721043
4585573,101721045
533872,102006083
527623,102006085
470637,102006087
514198,102006089
7259400,101714057
543171,102006091
5166658,101714059
496048,102006093
535015,102006095
476057,102006097
493614,102006101
469853,102006103
570563,102006105
5245993,101733013
469577,102006107
574420,102006109
520599,102006111
571383,102006113
557028,102006115
5187745,101719067
542975,102006119
539440,102006121
481423,102006123
7315371,101727067
762371,101756063
1790630,102027041
755889,101756065
6095751,101740007
2263237,101759027
2265736,101759029
4557228,101718021
2267048,101759035
4556702,101720035
6061979,101740009
2262674,101759039
4557148,101718023
4556802,101720037
6185607,101740011
4557606,101720039
6155718,101740013
4557137,101718025
1259881,102029027
484772,102005125
5173048,101713083
1259890,102029029
5151070,101713085
563205,102005131
1259892,102029033
473399,102005133
1259896,102029035
4556793,101718029
478718,102005135
3514272,102000041
472306,102005137
511263,102005139
1259931,102029037
3515735,102000043
5780802,101728023
583292,102005141
2935647,101763017
5799465,101731015
510410,102002165
514519,102005143
472311,102005147
2812958,101763019
574530,102005151
2837250,101763021
540790,102002169
5788254,101731017
688199,102005153
482522,102005155
2950361,101763023
5779833,101728025
577711,102002173
2947949,101763025
5807558,101731019
540543,102005161
480267,102005165
471101,102002177
2955025,101763029
523760,102005167
541847,102002179
567175,102005169
2857197,101763031
485504,102005171
1507116,102002181
492152,102005173
1497337,102002183
463355,102002185
1494088,102002187
1492587,102002189
1486913,102002191
5779798,101728027
1496272,102002195
4558002,101720041
5800081,101731021
3518220,102000045
5776212,101728029
3514181,102000047
839867,102016073
5805248,101731025
2810336,101763033
583833,102016075
511495,102016077
2924894,101763035
464066,102006125
535886,102016079
573280,102006127
522301,102016081
2935642,101763037
544707,102006129
532706,102016083
5780531,101728031
2829130,101764025
2899101,101763039
578313,102016085
5531255,101724013
2836409,101763041
3180601,101757053
3032695,101749039
6693932,101757055
3031818,101749043
4716696,101724015
3038754,101749045
3176923,101757057
4681976,101725015
3038213,101749047
4713782,101724017
8378897,101757059
3037157,101749049
4676296,101725017
3031898,101749051
3031709,101749053
3032551,101749055
3172730,101757067
3037423,101749057
6558095,101764027
3036572,101749061
2820190,101764029
3166520,101757071
3035409,101749063
6619303,101764031
3032070,101749065
3183314,101757075
3031137,101749067
3030990,101749069
3167529,101757077
3036386,101749071
3172128,101757079
3036145,101749073
6534212,101757081
3035403,101749075
3174645,101757083
3032179,101749079
3031815,101749081
3168414,101757085
6534240,101757089
480716,102016087
3169481,101757091
3179650,101757093
3177651,101757095
3181354,101757097
6535772,101757099
3169447,101757101
2928380,101763043
2875815,101763047
3206152,101763049
2958173,101763051
2930461,101763053
3209427,101763055
2881885,101763057
4670582,101725019
7315411,101731027
2835596,101763059
2857653,101763061
4736973,101725021
2928659,101763065
2846584,101763067
2908974,101763069
5785415,101731029
5794330,101731031
5789048,101731035
5797582,101731037
5814941,101731039
4734909,101725023
4684611,101725025
4682829,101725027
5799692,101731043
4722831,101725031
2921355,101763071
4707479,101724019
2955722,101763073
3209257,101763075
2848251,101763077
2861881,101763079
2834028,101763083
2833704,101763085
2860080,101763087
2890795,101763089
3009443,101765001
2997223,101765003
3003647,101765005
3020462,101765009
2994928,101765011
3036352,101765013
2868457,101763091
2806946,101763093
2842861,101763095
2902235,101763097
3209259,101763101
5791801,101731047
5785450,101731049
550757,102016093
558971,102016097
478130,102016099
572567,102016101
3026286,101765015
3010181,101765017
5812505,101731053
2982188,101765019
2988119,101765021
2995329,101765023
5811581,101731055
3021861,101765027
4684858,101724023
3018692,101765029
2997855,101765031
5528921,101724025
3023466,101765033
5811456,101731057
2989846,101765035
2984846,101765037
4710227,101724027
4711884,101724029
3020139,101765039
3037017,101765041
2994263,101765045
2971179,101765047
2991088,101765049
2995157,101765051
2860477,101763103
2973697,101765053
2828913,101763105
2967312,101765055
545276,102016105
2909523,101763107
2945740,101764033
2989817,101765057
538558,102016109
2932063,101764037
2893022,101763109
2983761,101765059
563556,102016111
2944455,101764039
2857013,101763111
550868,102016113
2991101,101765063
2932811,101764041
490066,102016115
2924382,101763113
2995936,101765065
2896616,101764043
466990,102016117
3019367,101765067
2808493,101763115
6555756,101764045
553105,102016119
2872149,101763119
3037016,101765069
503550,102016121
3209258,101764047
2949427,101763121
